nom;prenom;age;commune_naissance;statut
Richard;Claire;78;Bordeaux;retraité
Thomas;Jean;20;Strasbourg;activité
Martin;Claire;36;Toulouse;activité
Dubois;Michel;74;Bordeaux;retraité
Martin;Nathalie;64;Nice;retraité
Petit;Claire;89;Lyon;retraité
Moreau;Pierre;22;Paris;activité
Richard;Jean;87;Nantes;retraité
Dubois;Sophie;36;Lyon;activité
Bernard;Luc;76;Lille;retraité
Petit;Nathalie;22;Strasbourg;activité
Petit;Pierre;25;Marseille;activité
Leroy;Luc;85;Nantes;retraité
Robert;Pierre;70;Bordeaux;retraité
Dubois;Anne;74;Montpellier;retraité
Richard;Marie;23;Lille;activité
Robert;Michel;30;Lille;activité
Robert;Michel;57;Toulouse;activité
Leroy;Anne;80;Nantes;retraité
Robert;Nathalie;35;Paris;activité
Dubois;Michel;33;Strasbourg;activité
Bernard;Jean;79;Montpellier;retraité
Leroy;Anne;65;Nice;retraité
